0,397.3645750595711,
1,594.9604447974583,
2,673.8692613185068,
3,780.6498808578236,
4,1112.8586179507545,
5,1066.901032565528,
6,981.542176330421,
7,846.1542494042891,
8,852.5394757744241,
9,951.6722795869738,
10,889.8559173947577,
11,855.0949960285941,
12,745.721366163622,
13,654.6695790309769,
14,632.1628276409849,
15,597.4401906274821,
16,576.8087370929309,
17,546.6416203335981,
18,545.9053216838761,
19,603.3761715647339,
20,590.6641779189833,
21,568.3293089753773,
22,494.9949166004766,
23,492.035583796664,
24,472.8930897537728,
25,588.5043685464655,
26,616.8949960285942,
27,1144.7855440826052,
28,579.7696584590946,
29,504.340746624305,
30,444.35250198570293,
31,394.88022239872913,
32,465.88196981731534,
33,416.53550436854647,
34,427.22509928514694,
35,399.7853852263701,
36,434.93661636219224,
37,427.92152501985703,
38,458.1513899920572,
39,441.03399523431295,
40,467.4703733121525,
41,446.39682287529786,
42,458.1169181890389,
43,459.573312152502,
44,479.12597299444,
45,400.5124702144559,
46,399.5756949960286,
47,395.5256552819698,
48,380.1737887212073,
49,376.49308975377284,
50,398.8238284352661,
51,399.7404289118348,
52,389.08117553613977,
53,376.6123907863384,
54,380.014773629865,
55,375.9950754567117,
56,385.577760127085,
57,383.6683081810961,
58,383.8262112787927,
59,384.869579030977,
60,384.57267672756154,
61,378.9297855440826,
62,430.78776806989674,
63,472.20333598093725,
64,451.78633836378077,
65,397.1545671167593,
66,423.58347895154884,
67,421.3385226370135,
68,419.67640984908655,
69,412.94630659253374,
70,457.3337569499603,
71,441.4729150119142,
72,472.3092930897538,
73,560.2409849086577,
74,466.168864177919,
75,389.2495631453535,
76,390.72867355043684,
77,412.3672756155679,
78,500.69547259729944,
79,532.6274821286736,
80,407.35250198570293,
81,410.3912629070691,
82,416.49054805401113,
83,417.48006354249407,
84,415.8041302621128,
85,412.9887212073074,
86,406.70691024622715,
87,393.42287529785546,
88,380.4023828435266,
89,374.4833995234313,
90,380.5364575059571,
91,398.86862589356633,
92,388.9825258141382,
93,413.8919777601271,
94,406.05877680698967,
95,452.8211278792693,
96,396.55345512311357,
97,391.0476568705322,
98,403.68482922954723,
99,413.37220015885623,
100,421.26243050039716,
101,395.45623510722794,
102,379.17299444003174,
103,388.0899126290707,
104,384.6115965051628,
105,390.78316123907865,
106,367.44479745830023,
107,375.85194598888006,
108,377.8319301032565,
109,386.4003177124702,
110,368.6422557585385,
111,444.8821286735504,
112,416.5620333598094,
113,402.0443208895949,
114,435.759968228753,
115,542.1313741064337,
116,555.9151707704527,
117,579.8136616362192,
118,621.2054011119936,
119,619.558538522637,
120,752.2714853057983,
121,600.9572676727562,
122,612.9267672756156,
123,579.0203335980938,
124,620.5477362986497,
125,517.6041302621128,
126,493.9142176330421,
127,538.2424146147737,
128,599.7499602859413,
129,522.2789515488483,
130,618.6779984114377,
131,430.9350277998411,
132,424.52041302621126,
133,401.8768864177919,
134,493.74900714853055,
135,406.64003177124704,
136,394.2169976171565,
137,383.4789515488483,
138,422.3953931691819,
139,391.4501985702939,
140,519.4139793486894,
141,375.0705321683876,
142,380.777760127085,
143,381.285941223193,
144,385.8346306592534,
145,388.8961080222399,
146,384.8700555996823,
147,436.1580619539317,
148,407.801429706116,
149,412.57760127084987,
150,559.6440031771247,
151,499.21604447974585,
152,431.3475774424146,
153,425.00301826846703,
154,460.2970611596505,
155,472.58983320095314,
156,472.1647339158062,
157,476.35107227958696,
158,426.52025416997617,
159,451.11040508339954,
160,434.00285941223194,
161,482.5664813343924,
162,406.1386814932486,
163,397.7026211278793,
164,386.60555996822876,
165,400.81445591739475,
166,390.3714058776807,
167,369.85893566322477,
168,398.6621127879269,
169,396.15885623510724,
170,392.52930897537726,
171,369.9928514694202,
172,534.7299444003177,
173,364.2571882446386,
174,381.45289912629073,
175,403.4665607625099,
176,590.5146942017474,
177,356.0810166799047,
178,795.4336775218427,
179,385.96600476568705,
180,542.894837172359,
181,397.80349483717237,
182,389.50865766481337,
183,396.1388403494837,
184,396.0165210484511,
185,391.6155679110405,
186,774.5488482922955,
187,676.2378077839555,
188,457.38157267672756,
189,418.0406671961874,
190,619.5604447974583,
191,573.88149324861,
192,400.8127084988086,
193,393.94805401111995,
194,1006.8373312152502,
195,360.9000794281176,
196,386.28943606036535,
197,421.7734710087371,
198,420.6023828435266,
199,479.86735504368545,
