0,754.7129043014338
1,566.8852950983661
2,508.732577525842
3,397.52084028009335
4,389.59119706568856
5,349.8019339779927
6,367.91563854618204
7,407.98566188729575
8,399.89996665555185
9,617.3617872624208
10,554.7919306435479
11,313.9953317772591
12,319.69389796598864
13,309.5628542847616
14,322.4241413804601
15,345.09969989996665
16,320.40946982327443
17,311.36712237412473
18,310.39013004334777
19,313.646215405135
20,308.8032677559186
21,307.0420140046682
22,304.0916972324108
23,302.49783261087026
24,300.8966322107369
25,299.0200066688896
26,299.07702567522506
27,298.91563854618204
28,296.35945315105033
29,296.65821940646885
30,296.7969323107703
31,295.782594198066
32,297.20806935645214
33,295.6852284094698
34,295.9123041013671
35,295.64054684894967
36,294.94998332777595
37,296.65788596198735
38,292.97032344114706
39,293.9993333333333
40,295.4381460486829
41,294.9499833277755
42,296.0536845615205
43,294.48316105368457
44,295.38746248749584
45,295.9793264421474
46,297.27942647549185
47,294.6592197399133
48,296.0750250083361
49,294.41147049016337
50,296.07769256418806
51,294.69956652217405
52,296.12304101367124
53,294.7245748582861
54,293.9953317772591
55,295.2850950316772
56,293.52717572524176
57,295.29376458819604
58,294.89829943314436
59,295.34744914971657
60,293.87429143047683
61,293.93864621540513
62,293.3971323774592
63,294.2264088029343
64,292.77125708569525
65,295.05068356118704
66,293.646215405135
67,294.466215405135
68,295.7515838612871
69,294.5725241747249
70,292.83527842614205
71,294.78692897632544
72,293.5178392797599
73,294.376125375125
74,293.9783261087029
75,292.93764588196063
76,293.17139046348785
77,293.84028009336447
78,292.83427809269756
79,294.9946648882961
80,294.10470156718907
81,294.20706902300765
82,293.34411470490164
83,293.5511837279093
84,293.3584528176059
85,294.6538846282094
86,294.1507169056352
87,293.2807602534178
88,293.49983327775925
89,297.1390463487829
90,293.837279093031
91,294.0706902300767
92,294.89563187729243
93,294.09369789929974
94,293.9133044348116
95,293.72790930310106
96,293.5601867289096
97,293.90496832277427
98,295.16705568522843
99,294.2034011337112
